Date,BTCUSD,ETHUSD,XRPUSD,LTCUSD
2019-03-07 09-PM,"3874,05","137,31","0,313","56,76"
2019-03-07 08-PM,"3869,32","136,9","0,3121","56,8"
2019-03-07 07-PM,"3862,49","136,65","0,3123","56,61"
2019-03-07 06-PM,"3869,47","137,08","0,3122","56,93"
2019-03-07 05-PM,"3859,78","136,66","0,3121","56,32"
2019-03-07 04-PM,"3871,94","136,97","0,3132","57,16"
2019-03-07 03-PM,3861,"136,1","0,3131","56,94"
2019-03-07 02-PM,"3872,28","137,08","0,3135","57,38"
2019-03-07 01-PM,"3858,31","136,35","0,3133","55,61"
2019-03-07 12-PM,"3862,37","137,14","0,3137","56,23"
2019-03-07 11-AM,"3852,1","135,94","0,3139","55,7"
2019-03-07 10-AM,"3842,97","135,6","0,312","55,55"
2019-03-07 09-AM,"3845,36","136,3","0,3122","54,52"
2019-03-07 08-AM,"3846,25","136,42","0,3127","54,73"
2019-03-07 07-AM,"3861,54","137,48","0,3139","55,98"
2019-03-07 06-AM,"3857,72","137,15","0,3141","55,43"
2019-03-07 05-AM,"3869,06","137,18","0,3145","55,72"
2019-03-07 04-AM,"3881,84","138,89","0,3165","57,23"
2019-03-07 03-AM,"3871,32","138,29","0,317","56,62"
2019-03-07 02-AM,3868,"138,27","0,3154","55,87"
2019-03-07 01-AM,"3869,86","137,98","0,3165","55,66"
2019-03-07 12-AM,"3860,71","137,83","0,3142","55,47"
2019-03-06 11-PM,"3851,55","137,04","0,3147","55,32"
2019-03-06 10-PM,"3851,52","137,34","0,3147","55,51"
2019-03-06 09-PM,"3844,82","136,35","0,3147","54,85"
2019-03-06 08-PM,"3843,52","136,03","0,3132","54,18"
2019-03-06 07-PM,"3844,53","136,44","0,3144","54,9"
2019-03-06 06-PM,"3849,03","136,64","0,315","54,86"
2019-03-06 05-PM,"3845,74","136,42","0,317","54,63"
2019-03-06 04-PM,"3855,91","137,11","0,318","55,36"
2019-03-06 03-PM,"3850,4","137,54","0,3152","54,98"
2019-03-06 02-PM,"3836,48","136,32","0,315","54,61"
2019-03-06 01-PM,"3839,25","136,45","0,3133","54,52"
2019-03-06 12-PM,"3849,1","137,32","0,313","55,03"
2019-03-06 11-AM,"3853,41","138,39","0,3141","55,49"
2019-03-06 10-AM,"3843,66","136,92","0,3129","54,56"
2019-03-06 09-AM,"3843,43","137,07","0,312","53,67"
2019-03-06 08-AM,"3831,41",136,"0,3111","52,73"
2019-03-06 07-AM,"3840,89","136,85","0,3121","53,65"
2019-03-06 06-AM,"3839,15","136,81","0,3119","52,47"
2019-03-06 05-AM,"3824,82","134,98","0,311","51,88"
2019-03-06 04-AM,"3822,76","135,06","0,3099","51,76"
2019-03-06 03-AM,"3818,97","134,85","0,3102","51,6"
2019-03-06 02-AM,"3828,16","135,67","0,3114","52,24"
2019-03-06 01-AM,"3826,85","135,07","0,3098","51,79"
2019-03-06 12-AM,"3830,1","135,54","0,311","51,95"
2019-03-05 11-PM,"3844,07","136,18","0,3135","52,31"
2019-03-05 10-PM,"3832,18","135,1","0,3133","52,37"
2019-03-05 09-PM,"3832,44","135,21","0,3128","51,7"
2019-03-05 08-PM,"3835,08","135,12","0,3133","51,99"
2019-03-05 07-PM,"3848,48","136,32","0,3147","52,14"
2019-03-05 06-PM,"3838,42","135,62","0,315","52,12"
2019-03-05 05-PM,"3841,59","136,22","0,3132","52,48"
2019-03-05 04-PM,"3833,43","135,67","0,3129","52,3"
2019-03-05 03-PM,"3823,72","133,59","0,313","51,9"
2019-03-05 02-PM,"3819,41","133,12","0,3114","51,21"
2019-03-05 01-PM,3835,"134,35","0,3121","51,16"
2019-03-05 12-PM,"3734,3","128,13","0,3072","48,88"
2019-03-05 11-AM,"3724,55","127,51","0,305","46,84"
2019-03-05 10-AM,"3721,47","127,4","0,3054","46,28"
2019-03-05 09-AM,"3723,08","127,68","0,3049","46,46"
2019-03-05 08-AM,"3728,02","128,19","0,3057","46,6"
2019-03-05 07-AM,"3716,59","126,92","0,303","45,91"
2019-03-05 06-AM,"3707,23","126,26","0,302","45,8"
2019-03-05 05-AM,3707,"125,67","0,3022","45,98"
2019-03-05 04-AM,"3703,64","125,91","0,3014","45,91"
2019-03-05 03-AM,"3691,15","125,12","0,3004","45,68"
2019-03-05 02-AM,"3690,61","124,77","0,2997","45,55"
2019-03-05 01-AM,"3700,66","125,2","0,301","45,32"
2019-03-05 12-AM,"3705,65","125,45","0,3016","45,74"
2019-03-04 11-PM,"3698,66","125,16","0,3009","45,72"
2019-03-04 10-PM,"3689,91","124,93","0,3006","45,38"
2019-03-04 09-PM,"3700,1","125,44","0,3015","45,58"
2019-03-04 08-PM,"3702,41","126,01","0,3023","45,66"
2019-03-04 07-PM,"3704,59","125,22","0,3021","45,68"
2019-03-04 06-PM,"3708,7","125,23","0,3041","45,77"
2019-03-04 05-PM,"3712,31","125,56","0,3038","45,58"
2019-03-04 04-PM,"3712,27","125,34","0,3033","45,77"
2019-03-04 03-PM,"3703,56","125,46","0,3024","45,82"
2019-03-04 02-PM,"3708,57","125,47","0,3023","45,89"
2019-03-04 01-PM,"3703,05","124,7","0,3019","45,5"
2019-03-04 12-PM,"3696,77",124,"0,3009","45,29"
2019-03-04 11-AM,"3707,27","124,31","0,3019","45,43"
2019-03-04 10-AM,"3695,3","124,13","0,3011","45,33"
2019-03-04 09-AM,"3701,85","124,38","0,3008","45,48"
2019-03-04 08-AM,"3711,06","125,43","0,3009","45,52"
2019-03-04 07-AM,"3717,73","126,27","0,3036","46,13"
2019-03-04 06-AM,"3723,62","126,96","0,3035","46,19"
2019-03-04 05-AM,"3720,08","126,9","0,3037","46,24"
2019-03-04 04-AM,"3748,68","127,04","0,3038","46,15"
2019-03-04 03-AM,"3781,12","127,92","0,3066","47,25"
2019-03-04 02-AM,"3788,74","128,18","0,307","47,34"
2019-03-04 01-AM,"3801,52","129,92","0,3094","47,73"
2019-03-04 12-AM,"3804,4","129,95","0,3095","47,8"
2019-03-03 11-PM,"3789,52","129,63","0,3094","47,65"
2019-03-03 10-PM,"3781,1","130,11","0,3085","47,34"
2019-03-03 09-PM,"3790,58","130,7","0,3086","47,46"
2019-03-03 08-PM,"3793,4","131,07","0,3092","47,54"
2019-03-03 07-PM,"3789,07","130,65","0,3096","47,39"
2019-03-03 06-PM,"3791,06","130,85","0,3093","47,75"
2019-03-03 05-PM,"3790,07","131,11","0,3092","47,66"
2019-03-03 04-PM,"3791,84","131,24","0,3095","47,88"
2019-03-03 03-PM,"3787,63","130,92","0,3092","47,38"
2019-03-03 02-PM,"3801,43","131,38","0,3111","47,58"
2019-03-03 01-PM,"3809,8","132,12","0,3125","47,72"
2019-03-03 12-PM,"3807,09","132,84","0,3124","48,17"
2019-03-03 11-AM,"3805,89","133,07","0,3122","48,15"
2019-03-03 10-AM,3808,"133,18","0,3123","48,32"
2019-03-03 09-AM,"3806,88","133,24","0,3125","48,16"
2019-03-03 08-AM,"3804,4","132,95","0,3124","48,06"
2019-03-03 07-AM,"3807,78","133,18","0,3128","48,34"
2019-03-03 06-AM,"3809,72","133,2","0,3124","48,2"
2019-03-03 05-AM,"3808,15","133,32","0,3126","48,36"
2019-03-03 04-AM,"3809,09","132,77","0,3125","48,22"
2019-03-03 03-AM,"3807,3",133,"0,3122","48,15"
2019-03-03 02-AM,"3808,88","133,07","0,3121","48,04"
2019-03-03 01-AM,"3811,61","133,36","0,3132","48,27"
2019-03-03 12-AM,"3811,49","133,76","0,314","48,64"
2019-03-02 11-PM,"3810,46","132,19","0,3135","48,36"
2019-03-02 10-PM,"3813,48","131,78","0,313","48,07"
2019-03-02 09-PM,"3809,61","132,32","0,3126","48,13"
2019-03-02 08-PM,"3802,91","131,84","0,3115","47,37"
2019-03-02 07-PM,"3808,27","132,47","0,311","47,84"
2019-03-02 06-PM,"3803,95","131,3","0,3105","47,76"
2019-03-02 05-PM,"3793,22","130,23","0,3098","47,88"
2019-03-02 04-PM,"3802,14","131,13","0,312","48,1"
2019-03-02 03-PM,"3801,03","131,74","0,3135","48,1"
2019-03-02 02-PM,"3806,65","132,6","0,3134","48,31"
2019-03-02 01-PM,"3810,73","132,6","0,314","48,66"
2019-03-02 12-PM,"3809,08","132,85","0,3135","48,48"
2019-03-02 11-AM,"3808,69","133,45","0,3136","48,36"
2019-03-02 10-AM,"3799,99","132,74","0,3128","47,44"
2019-03-02 09-AM,"3795,26","131,88","0,3122","47,17"
2019-03-02 08-AM,"3797,56","132,17","0,3131","47,2"
2019-03-02 07-AM,3792,"132,17","0,3119","46,72"
2019-03-02 06-AM,"3802,99","133,57","0,314","47,07"
2019-03-02 05-AM,"3802,47","133,66","0,314","47,25"
2019-03-02 04-AM,"3803,94","134,21","0,3137","47,27"
2019-03-02 03-AM,"3814,8","134,85","0,3153","47,44"
2019-03-02 02-AM,"3813,11","134,93","0,3158","47,49"
2019-03-02 01-AM,"3815,52","135,03","0,3154","47,57"
2019-03-02 12-AM,"3810,67","135,1","0,316","47,12"
2019-03-01 11-PM,"3807,05","134,83","0,3143","46,92"
2019-03-01 10-PM,"3814,52","135,25","0,3167","47,66"
2019-03-01 09-PM,"3827,15","136,08","0,3187","47,95"
2019-03-01 08-PM,"3827,87","135,86","0,3176","47,93"
2019-03-01 07-PM,"3828,65","136,09","0,3206",48
2019-03-01 06-PM,"3834,34","136,49","0,3215","47,98"
2019-03-01 05-PM,"3834,35","136,76","0,32","48,12"
2019-03-01 04-PM,"3827,52","136,36","0,3213","48,22"
2019-03-01 03-PM,"3813,32","135,35","0,3194","47,5"
2019-03-01 02-PM,"3819,87","135,18","0,3191","47,18"
2019-03-01 01-PM,"3818,36","135,08","0,3182","47,16"
2019-03-01 12-PM,"3809,14","134,83","0,3173","46,67"
2019-03-01 11-AM,3810,"135,04","0,3158","46,7"
2019-03-01 10-AM,"3813,61","135,34","0,318","47,15"
2019-03-01 09-AM,"3811,1","135,4","0,3177","46,9"
2019-03-01 08-AM,"3810,21","135,23","0,3175","46,94"
2019-03-01 07-AM,"3809,64","134,76","0,3198","46,5"
2019-03-01 06-AM,"3799,76","135,27","0,3153","45,66"
2019-03-01 05-AM,"3800,43","135,57","0,3147","45,73"
2019-03-01 04-AM,"3800,86","135,44","0,3144","45,67"
2019-03-01 03-AM,"3803,05","135,5","0,3139","45,7"
2019-03-01 02-AM,"3801,18","134,93","0,313","45,43"
2019-03-01 01-AM,"3802,63","135,09","0,311","45,53"
2019-03-01 12-AM,"3794,14","134,92","0,3122","45,51"
2019-02-28 11-PM,"3791,36","134,34","0,313","45,52"
2019-02-28 10-PM,"3792,83","134,5","0,3123","45,89"
2019-02-28 09-PM,"3798,45","135,06","0,3124","45,89"
2019-02-28 08-PM,"3801,71","134,86","0,3127","45,84"
2019-02-28 07-PM,"3807,09","135,39","0,3109","45,77"
2019-02-28 06-PM,"3815,17","136,08","0,3158","45,73"
2019-02-28 05-PM,"3799,98","135,05","0,3084","45,55"
2019-02-28 04-PM,"3818,82","135,62","0,3087","45,66"
2019-02-28 03-PM,"3840,61","136,38","0,3117","45,77"
2019-02-28 02-PM,"3821,6","136,39","0,3092","45,59"
2019-02-28 01-PM,"3817,6","135,86","0,3093","45,45"
2019-02-28 12-PM,"3819,97","136,1","0,31","45,7"
2019-02-28 11-AM,"3822,05","136,43","0,3106","45,78"
2019-02-28 10-AM,"3818,16","135,88","0,311","45,73"
2019-02-28 09-AM,"3825,37","135,98","0,3103","45,55"
2019-02-28 08-AM,"3824,75","136,2","0,3118","45,4"
2019-02-28 07-AM,"3804,29","135,06","0,3084","44,93"
2019-02-28 06-AM,"3803,87","135,25","0,3092",45
2019-02-28 05-AM,"3810,65","136,17","0,3107","45,24"
2019-02-28 04-AM,3807,"135,89","0,3114","45,35"
2019-02-28 03-AM,"3801,96","135,43","0,3108","45,24"
2019-02-28 02-AM,"3803,67","135,31","0,3098","45,27"
2019-02-28 01-AM,"3813,9","136,42","0,3132","45,44"
2019-02-28 12-AM,"3806,19","135,96","0,3105","45,77"
2019-02-27 11-PM,"3798,47","134,06","0,3091","44,87"
2019-02-27 10-PM,"3774,73","131,72","0,3078","44,24"
2019-02-27 09-PM,"3748,91","130,94","0,3059","43,98"
2019-02-27 08-PM,"3725,52","128,97","0,3032","43,81"
2019-02-27 07-PM,"3802,1","134,95","0,3117","44,51"
2019-02-27 06-PM,"3796,85","135,47","0,3121","44,65"
2019-02-27 05-PM,3804,"136,58","0,3128","44,66"
2019-02-27 04-PM,"3799,91","136,19","0,313","44,69"
2019-02-27 03-PM,"3798,3","136,74","0,3133","44,66"
2019-02-27 02-PM,"3803,31","137,04","0,3139","44,8"
2019-02-27 01-PM,"3811,11","139,19","0,3164","45,02"
2019-02-27 12-PM,"3809,77","137,63","0,3155","44,99"
2019-02-27 11-AM,"3813,92","137,85","0,315","44,9"
2019-02-27 10-AM,"3806,41","137,4","0,3154","44,87"
2019-02-27 09-AM,"3809,37","137,53","0,3145","44,75"
2019-02-27 08-AM,"3807,33","137,39","0,3155","44,95"
2019-02-27 07-AM,"3811,4","137,22","0,3142","44,95"
2019-02-27 06-AM,"3797,54","135,61","0,3123","44,75"
2019-02-27 05-AM,"3804,82","135,75","0,3136","44,73"
2019-02-27 04-AM,"3801,14","135,22","0,3127","44,56"
2019-02-27 03-AM,"3800,48","135,11","0,3125","44,61"
2019-02-27 02-AM,"3800,73","135,09","0,3132","44,3"
2019-02-27 01-AM,"3781,79","134,48","0,3096","44,13"
2019-02-27 12-AM,"3786,41","134,62","0,3146","44,45"
2019-02-26 11-PM,"3795,06","135,9","0,3159","44,62"
2019-02-26 10-PM,"3796,36","135,71","0,3157","44,65"
2019-02-26 09-PM,"3789,41","134,81","0,3146","44,48"
2019-02-26 08-PM,"3794,51","134,61","0,3151","44,34"
2019-02-26 07-PM,"3798,92","134,53","0,3164","44,22"
2019-02-26 06-PM,"3792,86","134,34","0,3144","44,36"
2019-02-26 05-PM,"3801,04","135,07","0,3175","44,28"
2019-02-26 04-PM,"3793,03","134,73","0,3163","44,7"
2019-02-26 03-PM,3807,"136,04","0,3196","44,86"
2019-02-26 02-PM,"3811,18","136,36","0,3201","45,06"
2019-02-26 01-PM,"3791,75","135,23","0,317","44,68"
2019-02-26 12-PM,"3789,08",135,"0,317","44,72"
2019-02-26 11-AM,"3788,83","135,24","0,3194","44,75"
2019-02-26 10-AM,"3798,31","136,04","0,3189","45,19"
2019-02-26 09-AM,"3789,11","135,61","0,3214","44,91"
2019-02-26 08-AM,"3790,47","135,84","0,3155","44,67"
2019-02-26 07-AM,"3788,17","136,21","0,3172","44,86"
2019-02-26 06-AM,"3777,19","135,58","0,3148","44,52"
2019-02-26 05-AM,"3796,71","136,29","0,318","44,95"
2019-02-26 04-AM,"3813,02","137,23","0,3186","45,17"
2019-02-26 03-AM,"3824,74","137,42","0,3233","45,44"
2019-02-26 02-AM,"3822,59","137,27","0,3274","45,22"
2019-02-26 01-AM,"3819,6","137,47","0,326","45,64"
2019-02-26 12-AM,"3820,72","137,65","0,3237","45,55"
2019-02-25 11-PM,"3820,71","137,63","0,327","45,33"
2019-02-25 10-PM,"3820,87","138,47","0,3262","45,56"
2019-02-25 09-PM,"3802,6","135,76","0,3253","45,07"
2019-02-25 08-PM,3830,"137,25","0,3259","45,11"
2019-02-25 07-PM,"3845,53","139,36","0,3315","46,16"
2019-02-25 06-PM,"3857,2","140,28","0,3348","46,38"
2019-02-25 05-PM,"3820,72","138,52","0,3086","45,94"
2019-02-25 04-PM,"3832,51","139,96","0,3116","46,42"
2019-02-25 03-PM,"3791,64","136,65","0,3084","44,87"
2019-02-25 02-PM,"3776,8","136,31","0,3004","44,41"
2019-02-25 01-PM,"3790,63","137,7","0,3004","44,55"
2019-02-25 12-PM,"3785,17","137,72","0,3011","44,6"
2019-02-25 11-AM,"3778,36","136,32","0,2995",44
2019-02-25 10-AM,"3777,62","136,15","0,2997","43,78"
2019-02-25 09-AM,"3774,84","136,67","0,2988","44,38"
2019-02-25 08-AM,"3775,23","136,97","0,2987","44,36"
2019-02-25 07-AM,"3756,35","135,96","0,2979","43,76"
2019-02-25 06-AM,"3776,58","137,17","0,299","44,11"
2019-02-25 05-AM,"3781,55","137,56","0,3","44,22"
2019-02-25 04-AM,"3783,43","138,8","0,3009","44,48"
2019-02-25 03-AM,"3779,71",138,"0,3006","44,39"
2019-02-25 02-AM,"3773,33","137,37","0,3003","44,49"
2019-02-25 01-AM,"3760,18","135,38","0,2991","44,4"
2019-02-25 12-AM,"3759,24","134,7","0,2991","44,21"
2019-02-24 11-PM,"3730,68","131,84","0,2967","43,64"
2019-02-24 10-PM,"3757,26","137,64","0,2992","44,4"
2019-02-24 09-PM,"3780,67","138,9","0,3008","44,63"
2019-02-24 08-PM,"3783,3","139,19","0,3017","44,67"
2019-02-24 07-PM,"3772,19","138,64","0,2987","44,43"
2019-02-24 06-PM,"3777,65","138,75","0,3009","44,56"
2019-02-24 05-PM,"3762,77","138,23","0,301","44,06"
2019-02-24 04-PM,"3757,42","137,54","0,2989","43,81"
2019-02-24 03-PM,"3778,27","140,07","0,3032","44,72"
2019-02-24 02-PM,3791,"139,75","0,3021","44,61"
2019-02-24 01-PM,"4077,88","159,82","0,33","51,4"
2019-02-24 12-PM,"4108,76","161,18","0,3309","51,84"
2019-02-24 11-AM,"4131,61","162,83","0,3345","52,11"
2019-02-24 10-AM,"4135,31","162,97","0,3355","52,16"
2019-02-24 09-AM,"4134,46","162,4","0,3355","51,82"
2019-02-24 08-AM,4130,162,"0,3355","51,73"
2019-02-24 07-AM,"4159,08","163,92","0,3386","52,1"
2019-02-24 06-AM,"4159,98","163,99","0,3365","52,12"
2019-02-24 05-AM,"4159,89","163,78","0,3366","51,89"
2019-02-24 04-AM,"4152,95","162,94","0,3345","51,75"
2019-02-24 03-AM,"4162,33","163,57","0,3367","52,4"
2019-02-24 02-AM,"4152,46","163,87","0,3391","52,42"
2019-02-24 01-AM,"4127,67","158,98","0,3371","51,81"
2019-02-24 12-AM,"4126,61","158,82","0,339","51,45"
2019-02-23 11-PM,"4113,53","157,42","0,3313","51,25"
2019-02-23 10-PM,"4116,18","157,74","0,3315","51,34"
2019-02-23 09-PM,"4106,49","156,58","0,3297",51
2019-02-23 08-PM,"4142,23","158,91","0,3312","51,79"
2019-02-23 07-PM,"4096,23","156,37","0,3294","51,25"
2019-02-23 06-PM,"4092,39","156,6","0,3274","51,01"
2019-02-23 05-PM,4090,"155,72","0,329","51,07"
2019-02-23 04-PM,"3954,13","152,57","0,3198","48,92"
2019-02-23 03-PM,"3922,31","146,54","0,3164","48,11"
2019-02-23 02-PM,"3933,31","146,85","0,3169","48,38"
2019-02-23 01-PM,"3930,49","146,97","0,3175","48,41"
2019-02-23 12-PM,"3936,78",147,"0,3178","48,6"
2019-02-23 11-AM,"3933,22","147,02","0,318","48,64"
2019-02-23 10-AM,"3936,94","147,34","0,3185","48,67"
2019-02-23 09-AM,"3933,93","146,91","0,3179","48,43"
2019-02-23 08-AM,"3921,51","145,41","0,3167","48,33"
2019-02-23 07-AM,"3927,64","145,85","0,3174","48,41"
2019-02-23 06-AM,"3928,23","145,99","0,3173","48,44"
2019-02-23 05-AM,"3928,44","145,75","0,3165","48,3"
2019-02-23 04-AM,"3926,55","145,25","0,3167","48,21"
2019-02-23 03-AM,"3940,5","146,4","0,3183","48,67"
2019-02-23 02-AM,"3939,35","146,12","0,3182","48,73"
2019-02-23 01-AM,"3946,41","146,82","0,3199","48,88"
2019-02-23 12-AM,"3934,83","146,18","0,3183",49
2019-02-22 11-PM,"3939,82","146,4","0,319","49,09"
2019-02-22 10-PM,"3944,01","147,18","0,3203","49,31"
2019-02-22 09-PM,"3940,9","146,97","0,32","48,87"
2019-02-22 08-PM,"3931,13","146,27","0,3178","48,85"
2019-02-22 07-PM,"3940,97","146,98","0,3189","48,91"
2019-02-22 06-PM,"3940,69","147,04","0,3185","48,87"
2019-02-22 05-PM,"3940,78","147,06","0,3194","49,03"
2019-02-22 04-PM,"3928,1","146,35","0,3184","48,69"
2019-02-22 03-PM,"3929,34","146,51","0,3186","48,78"
2019-02-22 02-PM,"3945,43","146,4","0,3179","48,92"
2019-02-22 01-PM,"3945,1","147,01","0,3194","49,26"
2019-02-22 12-PM,"3929,11",146,"0,3185","48,94"
2019-02-22 11-AM,"3925,55","145,93","0,3173","48,96"
2019-02-22 10-AM,"3921,59","145,71","0,317","48,88"
2019-02-22 09-AM,"3923,02","146,02","0,3168","48,96"
2019-02-22 08-AM,"3928,9","145,72","0,3185","48,94"
2019-02-22 07-AM,"3890,9","143,14","0,3135","47,93"
2019-02-22 06-AM,3908,"144,42","0,3162","48,55"
2019-02-22 05-AM,"3914,3","144,77","0,3172","48,9"
2019-02-22 04-AM,"3915,96","144,9","0,3178","49,12"
2019-02-22 03-AM,"3911,1","144,9","0,3173","48,83"
2019-02-22 02-AM,"3918,86","145,46","0,3184","49,11"
2019-02-22 01-AM,"3908,15","144,88","0,318",49
2019-02-22 12-AM,"3898,76","143,88","0,3176","48,44"
2019-02-21 11-PM,"3900,4","144,3","0,3174","48,49"
2019-02-21 10-PM,"3887,42","142,98","0,3163","47,94"
2019-02-21 09-PM,3898,"143,59","0,3156","48,22"
2019-02-21 08-PM,3893,"142,92","0,316","47,99"
2019-02-21 07-PM,3891,"142,99","0,3149","47,91"
2019-02-21 06-PM,"3880,25","142,56","0,3155","47,81"
2019-02-21 05-PM,"3893,01","142,88","0,3153","48,02"
2019-02-21 04-PM,"3885,66","142,17","0,3141","48,07"
2019-02-21 03-PM,"3896,08","143,58","0,3168","48,3"
2019-02-21 02-PM,3899,"143,26","0,3168","48,34"
2019-02-21 01-PM,"3909,01","143,7","0,3183","48,44"
2019-02-21 12-PM,"3892,33","143,1","0,3167",48
2019-02-21 11-AM,"3893,95","143,37","0,317","48,45"
2019-02-21 10-AM,3898,"143,18","0,3163","47,98"
2019-02-21 09-AM,"3891,74","143,43","0,3169","48,29"
2019-02-21 08-AM,"3913,68","143,97","0,32","48,36"
2019-02-21 07-AM,"3931,29","146,36","0,3253","49,95"
2019-02-21 06-AM,"3926,03","145,45","0,3249","49,94"
2019-02-21 05-AM,"3949,33","146,92","0,3274","50,84"
2019-02-21 04-AM,"3931,55","146,08","0,3258","50,38"
2019-02-21 03-AM,"3939,92","147,12","0,3275","50,61"
2019-02-21 02-AM,"3921,3","145,12","0,3249","50,38"
2019-02-21 01-AM,"3919,01","144,99","0,3247","50,36"
2019-02-21 12-AM,3925,"146,02","0,3259","50,48"
2019-02-20 11-PM,"3936,53","147,03","0,3285","51,03"
2019-02-20 10-PM,"3924,81","145,85","0,3255","50,53"
2019-02-20 09-PM,"3913,99","145,01","0,3229","50,26"
2019-02-20 08-PM,"3933,24","146,12","0,3255","50,56"
2019-02-20 07-PM,"3924,15","145,46","0,3236","50,17"
2019-02-20 06-PM,"3924,17","145,18","0,3241","50,44"
2019-02-20 05-PM,"3914,04","145,3","0,3242","50,34"
2019-02-20 04-PM,"3921,06","146,45","0,3269","50,91"
2019-02-20 03-PM,"3908,49","144,34","0,3227","50,31"
2019-02-20 02-PM,"3921,4","145,21","0,3247","50,65"
2019-02-20 01-PM,"3916,12","145,55","0,324","50,2"
2019-02-20 12-PM,"3949,12",147,"0,3298","51,59"
2019-02-20 11-AM,"3927,51","145,25","0,3279","50,34"
2019-02-20 10-AM,"3937,97","145,84","0,3308","50,24"
2019-02-20 09-AM,"3912,71","143,64","0,3252","48,19"
2019-02-20 08-AM,"3916,54","143,4","0,3239","48,15"
2019-02-20 07-AM,"3892,91","142,51","0,3223","47,62"
2019-02-20 06-AM,"3883,74","141,01","0,3205","47,2"
2019-02-20 05-AM,3884,"140,74","0,3203","47,18"
2019-02-20 04-AM,"3884,87","140,98","0,32","47,07"
2019-02-20 03-AM,"3894,31","141,58","0,323","47,09"
2019-02-20 02-AM,"3899,7","142,12","0,3229","47,4"
2019-02-20 01-AM,"3894,73","142,52","0,3221","47,38"
2019-02-20 12-AM,"3883,89","141,25","0,3194","46,81"
2019-02-19 11-PM,"3888,46","142,62","0,3211","46,89"
2019-02-19 10-PM,"3909,44","144,28","0,326","47,54"
2019-02-19 09-PM,"3890,91","143,11","0,323","47,25"
2019-02-19 08-PM,3930,"145,41","0,3302","47,74"
2019-02-19 07-PM,"3949,61","146,42","0,3332","47,88"
2019-02-19 06-PM,"3927,9","144,78","0,3309","47,36"
2019-02-19 05-PM,3937,"145,67","0,332","47,76"
2019-02-19 04-PM,"3942,56","145,65","0,3341","47,78"
2019-02-19 03-PM,"3951,74","146,74","0,3377","48,33"
2019-02-19 02-PM,"3933,14","145,87","0,3354","47,99"
2019-02-19 01-PM,"3954,06","147,05","0,3391","48,5"
2019-02-19 12-PM,"3891,21","146,36","0,3362","47,93"
2019-02-19 11-AM,"3875,29","145,26","0,3357","47,88"
2019-02-19 10-AM,"3873,92","145,19","0,334","47,14"
2019-02-19 09-AM,"3861,55","144,41","0,3332","47,15"
2019-02-19 08-AM,"3885,91","146,53","0,338","47,26"
2019-02-19 07-AM,"3889,95","147,42","0,3288","47,26"
2019-02-19 06-AM,"3878,27","145,84","0,3223","47,42"
2019-02-19 05-AM,"3869,94","145,37","0,3214","47,08"
2019-02-19 04-AM,"3876,03","145,32","0,3219","46,78"
2019-02-19 03-AM,"3867,63","145,33","0,3209","47,11"
2019-02-19 02-AM,"3855,99","144,38","0,3181","46,57"
2019-02-19 01-AM,"3864,2","145,37","0,3204","47,06"
2019-02-19 12-AM,3922,"148,8","0,3258","48,31"
2019-02-18 11-PM,"3869,8","144,52","0,3187","47,32"
2019-02-18 10-PM,"3859,81","142,74","0,3184","46,9"
2019-02-18 09-PM,"3851,98","141,16","0,3177","47,06"
2019-02-18 08-PM,3865,"143,33","0,3204","47,33"
2019-02-18 07-PM,"3864,85","144,21","0,3191","47,36"
2019-02-18 06-PM,"3882,45","145,05","0,3226","48,03"
2019-02-18 05-PM,"3868,31","144,48","0,3213","48,33"
2019-02-18 04-PM,"3861,34","144,49","0,3204","47,39"
2019-02-18 03-PM,"3803,58","143,58","0,3151","45,92"
2019-02-18 02-PM,"3798,97","142,44","0,3125","45,67"
2019-02-18 01-PM,"3798,76","144,6","0,3138","46,32"
2019-02-18 12-PM,"3732,17","142,76","0,311","45,74"
2019-02-18 11-AM,"3708,3","139,2","0,309","45,39"
2019-02-18 10-AM,"3687,89","136,68","0,306","43,82"
2019-02-18 09-AM,"3705,27","137,68","0,3073","44,08"
2019-02-18 08-AM,"3695,37",136,"0,3074","43,62"
2019-02-18 07-AM,"3689,66","135,45","0,3064","43,68"
2019-02-18 06-AM,"3693,77","136,38","0,3071","43,97"
2019-02-18 05-AM,"3680,99","136,44","0,3067","43,88"
2019-02-18 04-AM,"3672,98","135,53","0,3057","43,68"
2019-02-18 03-AM,"3684,33","136,63","0,3098","44,1"
2019-02-18 02-AM,"3672,08","135,23","0,3034","43,88"
2019-02-18 01-AM,"3643,37","132,94","0,3005","43,5"
2019-02-18 12-AM,"3657,69","133,22","0,3029","43,99"
2019-02-17 11-PM,"3625,6","132,28","0,2996","43,49"
2019-02-17 10-PM,3601,132,"0,2992","43,21"
2019-02-17 09-PM,"3585,41","128,96","0,297","42,85"
2019-02-17 08-PM,"3572,79","127,8","0,2963","42,54"
2019-02-17 07-PM,"3571,12","126,95","0,2957","42,66"
2019-02-17 06-PM,"3572,56","125,8","0,2953","42,62"
2019-02-17 05-PM,"3575,58","126,54","0,2977","42,68"
2019-02-17 04-PM,"3569,89","124,96","0,2963","42,6"
2019-02-17 03-PM,"3566,81","124,05","0,2963","42,23"
2019-02-17 02-PM,"3571,93","124,92","0,2973","42,58"
2019-02-17 01-PM,3568,"123,96","0,2968","42,41"
