Date,BTCUSD,ETHUSD,XRPUSD,LTCUSD
2019-09-05 05-AM,"10610,33","175,52","0,2585","67,26"
2019-09-05 04-AM,"10594,3","175,25","0,2586","67,31"
2019-09-05 03-AM,"10567,26","174,86","0,2591","67,11"
2019-09-05 02-AM,"10545,82","174,24","0,2583","66,86"
2019-09-05 01-AM,"10543,26","174,24","0,2582",67
2019-09-05 12-AM,"10527,92","174,53","0,2581","67,02"
2019-09-04 11-PM,"10586,26","174,91","0,2587","67,16"
2019-09-04 10-PM,"10575,41","174,58","0,2587","66,87"
2019-09-04 09-PM,10672,"176,36","0,2617","67,5"
2019-09-04 08-PM,"10631,61","176,22","0,2601","67,4"
2019-09-04 07-PM,10715,"177,67","0,2607","67,95"
2019-09-04 06-PM,"10590,18","176,17","0,2594","67,75"
2019-09-04 05-PM,"10647,32","177,81","0,2597","68,18"
2019-09-04 04-PM,"10569,79","177,28","0,2602","67,68"
2019-09-04 03-PM,"10430,48","175,7","0,2584","67,14"
2019-09-04 02-PM,"10403,55","175,71","0,2581",67
2019-09-04 01-PM,"10417,3","175,74","0,2586","66,94"
2019-09-04 12-PM,"10487,59","176,45","0,2582","67,36"
2019-09-04 11-AM,"10528,09","177,65","0,2592","67,51"
2019-09-04 10-AM,"10569,4","178,14","0,2591","67,48"
2019-09-04 09-AM,"10503,43","177,27","0,2595","67,1"
2019-09-04 08-AM,"10501,8","177,12","0,2588","67,28"
2019-09-04 07-AM,"10572,68","177,94","0,2601","68,09"
2019-09-04 06-AM,"10583,96","178,67","0,2603","67,92"
2019-09-04 05-AM,"10568,64","179,04","0,2604","68,14"
2019-09-04 04-AM,"10588,26","178,91","0,2607","68,25"
2019-09-04 03-AM,10631,"179,74","0,2622","68,37"
2019-09-04 02-AM,"10546,42","178,17","0,2613","68,18"
2019-09-04 01-AM,10512,"177,74","0,2618","68,38"
2019-09-04 12-AM,"10582,24","179,09","0,2625","69,25"
2019-09-03 11-PM,"10617,61","178,91","0,2632",69
2019-09-03 10-PM,"10708,39","181,18","0,2641","70,68"
2019-09-03 09-PM,"10700,45","180,74","0,2635","69,59"
2019-09-03 08-PM,"10708,79","181,22","0,263","69,5"
2019-09-03 07-PM,"10663,98","180,43","0,2621","69,03"
2019-09-03 06-PM,"10631,89","179,95","0,262","68,79"
2019-09-03 05-PM,"10614,8","179,6","0,2617","68,76"
2019-09-03 04-PM,10655,"180,65","0,2629","68,96"
2019-09-03 03-PM,"10699,73","181,24","0,2635","69,24"
2019-09-03 02-PM,"10640,58","181,37","0,2631","69,23"
2019-09-03 01-PM,10670,"178,65","0,2646","69,08"
2019-09-03 12-PM,"10577,13","178,97","0,262","69,48"
2019-09-03 11-AM,"10435,93","177,26","0,26","68,55"
2019-09-03 10-AM,"10390,95","176,31","0,2603","67,6"
2019-09-03 09-AM,10301,"176,2","0,2581","67,52"
2019-09-03 08-AM,10370,"178,2","0,2602","67,72"
2019-09-03 07-AM,"10388,72",178,"0,2605","67,14"
2019-09-03 06-AM,"10392,33","177,93","0,261","67,37"
2019-09-03 05-AM,"10425,7","178,74","0,2611","67,21"
2019-09-03 04-AM,"10404,54","178,97","0,2612","67,3"
2019-09-03 03-AM,"10409,4","178,99","0,2613","66,97"
2019-09-03 02-AM,"10387,74","178,28","0,2606","66,9"
2019-09-03 01-AM,"10347,05","177,84","0,2604","66,84"
2019-09-03 12-AM,"10404,13","178,78","0,2606","67,2"
2019-09-02 11-PM,"10384,48","178,75","0,2615","67,14"
2019-09-02 10-PM,"10395,26","178,42","0,2615","66,85"
2019-09-02 09-PM,"10388,59","179,03","0,2631","67,2"
2019-09-02 08-PM,"10408,02","179,54","0,263","67,55"
2019-09-02 07-PM,"10181,88","177,88","0,2604","66,62"
2019-09-02 06-PM,"10141,67","177,87","0,2604","66,76"
2019-09-02 05-PM,"10088,01","177,8","0,2583","66,32"
2019-09-02 04-PM,9944,"173,69","0,2576","66,05"
2019-09-02 03-PM,"9902,33","172,99","0,257","65,92"
2019-09-02 02-PM,"9922,94","173,46","0,2572","66,06"
2019-09-02 01-PM,"9909,58","173,58","0,2577","65,9"
2019-09-02 12-PM,"9841,89","171,64","0,2548","65,58"
2019-09-02 11-AM,"9845,4","172,35","0,2553","66,04"
2019-09-02 10-AM,"9794,75","171,31","0,2543","65,69"
2019-09-02 09-AM,"9790,92","171,44","0,2546","65,5"
2019-09-02 08-AM,"9769,79","170,85","0,2539","65,38"
2019-09-02 07-AM,"9763,56","171,27","0,2537","65,4"
2019-09-02 06-AM,"9753,24","170,81","0,2548","65,27"
2019-09-02 05-AM,"9769,02","171,18","0,2548","66,08"
2019-09-02 04-AM,"9786,32","171,5","0,2551","66,08"
2019-09-02 03-AM,"9759,55","171,24","0,2552","65,98"
2019-09-02 02-AM,"9790,7","171,81","0,2555","65,91"
2019-09-02 01-AM,"9757,11","170,99","0,2552","66,15"
2019-09-02 12-AM,"9774,02","171,48","0,2553","66,34"
2019-09-01 11-PM,"9767,53","171,27","0,2564","66,15"
2019-09-01 10-PM,"9793,49","172,28","0,2565","66,68"
2019-09-01 09-PM,"9709,65","171,59","0,2567","66,7"
2019-09-01 08-PM,"9633,57","170,57","0,2564","66,38"
2019-09-01 07-PM,"9633,99","170,89","0,2553","66,5"
2019-09-01 06-PM,"9609,78","170,19","0,2547","65,19"
2019-09-01 05-PM,"9605,81","169,86","0,2536","64,79"
2019-09-01 04-PM,"9587,72","169,26","0,2535","64,68"
2019-09-01 03-PM,"9621,01","170,49","0,2556","64,95"
2019-09-01 02-PM,"9585,29","170,26","0,2545","64,59"
2019-09-01 01-PM,"9586,13","169,4","0,2544","64,57"
2019-09-01 12-PM,"9596,3","169,8","0,2552","64,71"
2019-09-01 11-AM,"9581,93","170,21","0,2545","64,46"
2019-09-01 10-AM,"9586,72","170,68","0,2551","64,68"
2019-09-01 09-AM,"9598,71","170,73","0,2556","64,83"
2019-09-01 08-AM,"9600,53","170,52","0,2561","64,64"
2019-09-01 07-AM,"9625,93","172,48","0,2576","65,09"
2019-09-01 06-AM,"9631,61","172,48","0,2577","64,85"
2019-09-01 05-AM,"9607,37","172,45","0,2575","64,85"
2019-09-01 04-AM,"9623,79","172,72","0,2576","65,05"
2019-09-01 03-AM,9627,"172,92","0,2582","64,91"
2019-09-01 02-AM,"9612,03","172,91","0,2575","64,64"
2019-09-01 01-AM,"9627,84","173,06","0,2582","64,72"
2019-09-01 12-AM,"9625,32","172,71","0,2588","64,8"
2019-08-31 11-PM,"9594,15","171,87","0,2583","64,41"
2019-08-31 10-PM,"9619,32","172,92","0,2587","64,89"
2019-08-31 09-PM,"9650,68","173,62","0,2592","64,82"
2019-08-31 08-PM,"9487,91","166,74","0,254","62,48"
2019-08-31 07-PM,"9571,07","167,61","0,2552","63,6"
2019-08-31 06-PM,"9580,78","166,97","0,2556","63,39"
2019-08-31 05-PM,"9593,16","168,46","0,2563","63,58"
2019-08-31 04-PM,"9596,17","168,54","0,2568","63,72"
2019-08-31 03-PM,"9591,72","168,16","0,2572","63,92"
2019-08-31 02-PM,"9589,24","168,13","0,2568","63,25"
2019-08-31 01-PM,"9612,61","168,55","0,2564","64,17"
2019-08-31 12-PM,"9592,54","168,57","0,2569","64,27"
2019-08-31 11-AM,"9569,74","167,96","0,2572","63,64"
2019-08-31 10-AM,"9581,14","168,74","0,2576","63,94"
2019-08-31 09-AM,"9573,51","168,26","0,256","63,96"
2019-08-31 08-AM,9570,"168,4","0,2558","63,84"
2019-08-31 07-AM,"9588,61","168,2","0,256","63,8"
2019-08-31 06-AM,"9591,77","168,48","0,2564","63,76"
2019-08-31 05-AM,"9613,63","169,16","0,2567","64,21"
2019-08-31 04-AM,"9613,83","169,29","0,2574","64,22"
2019-08-31 03-AM,"9617,06","169,25","0,2567","64,19"
2019-08-31 02-AM,"9620,04","169,18","0,2573","64,38"
2019-08-31 01-AM,"9620,75","168,93","0,2566","64,14"
2019-08-31 12-AM,"9590,04","169,01","0,2551","64,08"
2019-08-30 11-PM,"9579,75","168,33","0,2547","64,15"
2019-08-30 10-PM,"9596,81","168,71","0,2551","64,77"
2019-08-30 09-PM,"9586,5","168,47","0,2535","64,85"
2019-08-30 08-PM,9623,"169,05","0,2544","65,29"
2019-08-30 07-PM,"9572,43","168,89","0,2541","64,3"
2019-08-30 06-PM,"9504,89","167,44","0,2537","64,13"
2019-08-30 05-PM,"9523,24","167,78","0,2535","64,33"
2019-08-30 04-PM,"9571,76","168,78","0,2547","64,39"
2019-08-30 03-PM,"9575,04","169,22","0,2566","64,1"
2019-08-30 02-PM,"9575,9","169,43","0,2559","64,04"
2019-08-30 01-PM,"9602,23","169,85","0,256","64,4"
2019-08-30 12-PM,"9579,27","169,54","0,2563","64,1"
2019-08-30 11-AM,"9565,13","169,72","0,2555","64,1"
2019-08-30 10-AM,"9572,94","169,23","0,2554","63,89"
2019-08-30 09-AM,"9565,2","169,77","0,2564","64,15"
2019-08-30 08-AM,"9511,21","168,65","0,2558","63,48"
2019-08-30 07-AM,"9466,55","167,25","0,2541","62,94"
2019-08-30 06-AM,"9473,02","167,77","0,2544","62,87"
2019-08-30 05-AM,"9499,43","168,1","0,2551","62,93"
2019-08-30 04-AM,"9491,23","168,06","0,2549","62,8"
2019-08-30 03-AM,"9455,94","168,13","0,2548","62,85"
2019-08-30 02-AM,"9429,33","167,33","0,253","62,22"
2019-08-30 01-AM,"9444,88","167,48","0,254","62,7"
2019-08-30 12-AM,"9439,04","167,58","0,2545","62,98"
2019-08-29 11-PM,9490,"168,92","0,257","63,41"
2019-08-29 10-PM,"9475,38","168,84","0,2566","63,63"
2019-08-29 09-PM,"9503,28","169,04","0,2558","63,85"
2019-08-29 08-PM,"9528,53","169,5","0,2587","64,19"
2019-08-29 07-PM,9502,"169,18","0,259","64,11"
2019-08-29 06-PM,"9487,14","168,72","0,2579","64,22"
2019-08-29 05-PM,9525,"168,82","0,2575","64,66"
2019-08-29 04-PM,9474,"167,29","0,2518","63,96"
2019-08-29 03-PM,"9505,02","167,82","0,2519","64,23"
2019-08-29 02-PM,"9414,21",165,"0,2482","62,76"
2019-08-29 01-PM,"9456,7","168,16","0,251","64,98"
2019-08-29 12-PM,"9455,82","168,14","0,252","65,06"
2019-08-29 11-AM,"9448,11","168,83","0,2524","64,96"
2019-08-29 10-AM,"9446,81","168,8","0,2514","65,04"
2019-08-29 09-AM,"9474,69","169,87","0,252","64,98"
2019-08-29 08-AM,"9396,24","168,4","0,2501","64,77"
2019-08-29 07-AM,"9389,7","167,59","0,2507","64,8"
2019-08-29 06-AM,"9539,33","169,17","0,2514","65,19"
2019-08-29 05-AM,"9592,57","170,28","0,2529","65,55"
2019-08-29 04-AM,"9614,19","170,59","0,2533","66,05"
2019-08-29 03-AM,"9587,44","169,26","0,2518","65,69"
2019-08-29 02-AM,"9669,74","170,52","0,2536","65,77"
2019-08-29 01-AM,"9681,63","171,69","0,2535","66,26"
2019-08-29 12-AM,9685,"172,85","0,254","66,22"
2019-08-28 11-PM,"9711,78","172,83","0,256","66,72"
2019-08-28 10-PM,"9723,04","173,75","0,2573","67,03"
2019-08-28 09-PM,"9705,7","172,66","0,2542","66,75"
2019-08-28 08-PM,"9666,18","171,56","0,2531","66,26"
2019-08-28 07-PM,"9676,74","170,79","0,2537","65,89"
2019-08-28 06-PM,"9701,9","172,33","0,254","66,73"
2019-08-28 05-PM,"10190,1","184,81","0,2632","70,82"
2019-08-28 04-PM,"10218,67","186,6","0,2655","71,42"
2019-08-28 03-PM,"10225,95","187,3","0,266","72,21"
2019-08-28 02-PM,"10203,5","187,72","0,2663","72,25"
2019-08-28 01-PM,"10163,23","186,83","0,266","72,1"
2019-08-28 12-PM,"10152,08","186,67","0,2661","72,19"
2019-08-28 11-AM,"10138,94","186,06","0,2661","71,98"
2019-08-28 10-AM,"10122,11","185,5","0,2665","71,72"
2019-08-28 09-AM,"10142,79","186,53","0,2665","71,97"
2019-08-28 08-AM,"10120,63","185,69","0,2656","71,71"
2019-08-28 07-AM,"10149,88","186,61","0,266","72,32"
2019-08-28 06-AM,"10186,73","186,72","0,2668","72,57"
2019-08-28 05-AM,"10126,38","185,86","0,2665","72,13"
2019-08-28 04-AM,"10060,77","184,68","0,265","71,69"
2019-08-28 03-AM,"10081,11","185,39","0,2655","71,73"
2019-08-28 02-AM,"10112,46","185,18","0,2673","72,06"
2019-08-28 01-AM,"10087,93","185,53","0,2681","72,22"
2019-08-28 12-AM,"10137,87","185,77","0,269","72,24"
2019-08-27 11-PM,"10167,29","187,45","0,2693","72,82"
2019-08-27 10-PM,"10126,25","185,87","0,2681","72,13"
2019-08-27 09-PM,"10135,34","185,49","0,2666","72,32"
2019-08-27 08-PM,10138,"186,56","0,2674","72,35"
2019-08-27 07-PM,"10152,3","187,27","0,2679","72,58"
2019-08-27 06-PM,"10171,38","187,35","0,2689","72,85"
2019-08-27 05-PM,"10174,52","187,34","0,2695","72,84"
2019-08-27 04-PM,"10177,5","187,96","0,2694","72,73"
2019-08-27 03-PM,"10176,39","188,03","0,2688","73,28"
2019-08-27 02-PM,"10162,51","187,56","0,268","73,08"
2019-08-27 01-PM,"10163,28","188,91","0,2684","73,44"
2019-08-27 12-PM,"10110,05","185,69","0,267","72,71"
2019-08-27 11-AM,"10104,83","185,89","0,2671","72,77"
2019-08-27 10-AM,"10138,65","186,14","0,2682","73,01"
2019-08-27 09-AM,"10135,14","186,06","0,2679","72,74"
2019-08-27 08-AM,"10180,48","186,4","0,2682","72,84"
2019-08-27 07-AM,"10162,01","186,35","0,2681","72,91"
2019-08-27 06-AM,"10198,66","185,85","0,2684","72,94"
2019-08-27 05-AM,10222,"186,75","0,2692","72,85"
2019-08-27 04-AM,"10151,22","185,95","0,2681","72,79"
2019-08-27 03-AM,"10170,93","186,11","0,2672","72,55"
2019-08-27 02-AM,"10228,21","186,43","0,2678","72,52"
2019-08-27 01-AM,"10300,09","188,04","0,2697","73,33"
2019-08-27 12-AM,"10327,99","188,06","0,2695","73,33"
2019-08-26 11-PM,"10360,97","188,38","0,2701","73,43"
2019-08-26 10-PM,"10296,24","187,73","0,2692","73,62"
2019-08-26 09-PM,"10254,95","186,3","0,2676","72,94"
2019-08-26 08-PM,"10256,63","186,4","0,268","73,26"
2019-08-26 07-PM,"10308,02","187,31","0,2683","73,74"
2019-08-26 06-PM,"10285,4","185,94","0,269","73,64"
2019-08-26 05-PM,"10300,67","187,83","0,2677","74,13"
2019-08-26 04-PM,"10330,6","188,11","0,2692","74,21"
2019-08-26 03-PM,"10321,73","188,65","0,271","73,58"
2019-08-26 02-PM,"10315,7","188,4","0,2696","73,65"
2019-08-26 01-PM,"10353,16","188,92","0,2695","73,75"
2019-08-26 12-PM,"10357,39","189,37","0,2698","73,88"
2019-08-26 11-AM,"10378,92","190,59","0,2705","73,89"
2019-08-26 10-AM,"10358,11","189,91","0,27","73,85"
2019-08-26 09-AM,"10357,14","189,82","0,2694","73,54"
2019-08-26 08-AM,"10333,13","189,64","0,2695","73,57"
2019-08-26 07-AM,"10329,88","190,17","0,2713","73,71"
2019-08-26 06-AM,"10378,16","190,65","0,2717","74,09"
2019-08-26 05-AM,10362,"190,5","0,2725","74,32"
2019-08-26 04-AM,"10333,85","190,99","0,2722","74,61"
2019-08-26 03-AM,"10280,57","190,36","0,2731","73,77"
2019-08-26 02-AM,"10397,24","190,98","0,2751","74,94"
2019-08-26 01-AM,"10451,87","191,83","0,2761","74,36"
2019-08-26 12-AM,"10518,53","193,24","0,277",75
2019-08-25 11-PM,"10136,75","186,45","0,2695","72,15"
2019-08-25 10-PM,"10060,44","185,91","0,269","72,07"
2019-08-25 09-PM,9998,"184,51","0,2668","71,17"
2019-08-25 08-PM,"9998,23","184,47","0,267","71,29"
2019-08-25 07-PM,"10062,76","185,43","0,2685","71,5"
2019-08-25 06-PM,"10069,35","187,44","0,2718","72,51"
2019-08-25 05-PM,"10067,81","187,76","0,2703","72,6"
2019-08-25 04-PM,"10052,75","187,71","0,27","72,3"
2019-08-25 03-PM,"10062,28","187,88","0,2705","72,51"
2019-08-25 02-PM,10050,"187,98","0,2693","72,86"
2019-08-25 01-PM,"10260,57","191,2","0,2754","73,98"
2019-08-25 12-PM,"10317,01","192,33","0,276","74,21"
2019-08-25 11-AM,"10124,22","189,67","0,274","74,23"
2019-08-25 10-AM,"10144,67","190,7","0,2743","74,27"
2019-08-25 09-AM,"10160,12","191,02","0,2754","73,79"
2019-08-25 08-AM,"10106,77","189,61","0,2741","72,97"
2019-08-25 07-AM,"10126,1","190,37","0,2747",73
2019-08-25 06-AM,"10080,01","189,23","0,2711","72,49"
2019-08-25 05-AM,"10066,14","188,74","0,2703","72,7"
2019-08-25 04-AM,"10029,68","188,35","0,2714","72,74"
2019-08-25 03-AM,"10137,2","189,52","0,2722","73,35"
2019-08-25 02-AM,"10127,08","189,91","0,2704","73,5"
2019-08-25 01-AM,"10088,88","189,7","0,2695","72,97"
2019-08-25 12-AM,"10129,12","190,13","0,2717","73,19"
2019-08-24 11-PM,"10149,7","191,06","0,272","73,28"
2019-08-24 10-PM,10170,"190,85","0,2724","73,89"
2019-08-24 09-PM,"10081,84","188,7","0,2713","72,86"
2019-08-24 08-PM,"10095,16","189,38","0,2725","73,35"
2019-08-24 07-PM,"10103,85","189,8","0,2729","73,29"
2019-08-24 06-PM,"10078,55","189,29","0,272","73,03"
2019-08-24 05-PM,"10037,07",189,"0,27","72,96"
2019-08-24 04-PM,"10065,95","189,29","0,27",73
2019-08-24 03-PM,"9990,55","187,9","0,268","72,73"
2019-08-24 02-PM,"9984,3","187,9","0,2672","72,23"
2019-08-24 01-PM,"9996,5","187,86","0,2681","72,43"
2019-08-24 12-PM,10000,"187,79","0,2678","72,63"
2019-08-24 11-AM,"10027,56","189,19","0,2685","72,66"
2019-08-24 10-AM,"9987,88","188,89","0,2676","72,63"
2019-08-24 09-AM,"9990,49","189,49","0,2665","72,43"
2019-08-24 08-AM,"10125,24","189,86","0,269","73,25"
2019-08-24 07-AM,"10315,46","192,16","0,2718","74,2"
2019-08-24 06-AM,"10316,43","192,16","0,2733","74,25"
2019-08-24 05-AM,"10350,82","192,25","0,2728","74,3"
2019-08-24 04-AM,"10346,36","192,11","0,2734","74,18"
2019-08-24 03-AM,"10358,79","192,16","0,274","74,44"
2019-08-24 02-AM,"10359,12","192,42","0,274","73,96"
2019-08-24 01-AM,"10384,24","193,84","0,2761","75,17"
2019-08-24 12-AM,"10416,43","193,42","0,2767","75,22"
2019-08-23 11-PM,"10401,6","194,51","0,2776","75,56"
2019-08-23 10-PM,"10384,93","194,23","0,2772","75,41"
2019-08-23 09-PM,"10418,85","194,09","0,2769","75,34"
2019-08-23 08-PM,"10361,36","192,72","0,2756","74,99"
2019-08-23 07-PM,10420,"194,29","0,276","75,35"
2019-08-23 06-PM,10420,"194,81","0,2768","75,27"
2019-08-23 05-PM,10411,"194,39","0,2781","75,44"
2019-08-23 04-PM,"10408,76","194,91","0,2783","75,45"
2019-08-23 03-PM,10409,"194,7","0,2766","75,26"
2019-08-23 02-PM,"10411,95","195,2","0,2772","75,45"
2019-08-23 01-PM,"10371,9",194,"0,2751","75,04"
2019-08-23 12-PM,"10212,31","191,85","0,2738","73,29"
2019-08-23 11-AM,"10136,43","189,94","0,2723",73
2019-08-23 10-AM,"10128,8","190,61","0,272","73,27"
2019-08-23 09-AM,"10121,87","191,44","0,2717","73,44"
2019-08-23 08-AM,"10167,03","192,61","0,2725","73,69"
2019-08-23 07-AM,"10230,65","193,55","0,2732","74,29"
2019-08-23 06-AM,"10238,78","192,48","0,2734","73,83"
2019-08-23 05-AM,"10147,41","191,6","0,2714","73,6"
2019-08-23 04-AM,"10175,64","192,11","0,2719","73,83"
2019-08-23 03-AM,"10144,65","191,78","0,2717","73,49"
2019-08-23 02-AM,"10101,35","190,97","0,2697","72,77"
2019-08-23 01-AM,"10089,84","190,87","0,2703","73,19"
2019-08-23 12-AM,"10119,83","191,56","0,2696","73,26"
2019-08-22 11-PM,"10112,01","190,81","0,271","73,56"
2019-08-22 10-PM,"10155,1","193,55","0,2727","73,78"
2019-08-22 09-PM,"10137,21","191,96","0,2712","73,56"
2019-08-22 08-PM,10180,"192,59","0,2722","73,92"
2019-08-22 07-PM,"10161,82","192,08","0,2721","73,62"
2019-08-22 06-PM,"10182,89","193,96","0,2734","73,91"
2019-08-22 05-PM,"10172,18","193,92","0,2727","73,99"
2019-08-22 04-PM,"10118,96","192,55","0,271","73,84"
2019-08-22 03-PM,"10117,08","191,23","0,2713","73,65"
2019-08-22 02-PM,"10089,97","189,13","0,2702","73,76"
2019-08-22 01-PM,"10112,51","188,95","0,2715","73,89"
2019-08-22 12-PM,"10047,96","188,06","0,2718","74,06"
2019-08-22 11-AM,"9957,51","186,34","0,2656","73,28"
2019-08-22 10-AM,"10015,18","186,82","0,2649","73,38"
2019-08-22 09-AM,"9968,21","186,32","0,2638","72,92"
2019-08-22 08-AM,"9921,32","185,68","0,2634","72,54"
2019-08-22 07-AM,"9954,03","185,21","0,2642","72,39"
2019-08-22 06-AM,"9982,17","185,74","0,2649","72,77"
2019-08-22 05-AM,"9963,75","185,86","0,2645","72,4"
2019-08-22 04-AM,"9960,65","185,08","0,2654","72,52"
2019-08-22 03-AM,"9867,37","184,21","0,2627","71,53"
2019-08-22 02-AM,"9918,22","184,58","0,2632","71,77"
2019-08-22 01-AM,"9808,71","183,44","0,2614","71,1"
2019-08-22 12-AM,"10074,99","187,11","0,2667","73,16"
2019-08-21 11-PM,"10134,75","187,17","0,2658","73,06"
2019-08-21 10-PM,"10063,37","184,51","0,2652","72,99"
2019-08-21 09-PM,"10046,47","184,04","0,2631","73,22"
2019-08-21 08-PM,"10154,45","185,87","0,2655","73,69"
2019-08-21 07-PM,"10104,37","185,9","0,2653","73,5"
2019-08-21 06-PM,"10064,59","184,4","0,2648","72,43"
2019-08-21 05-PM,"10097,61","185,41","0,2661","72,87"
2019-08-21 04-PM,"10114,1","185,23","0,2666",73
2019-08-21 03-PM,"9972,14","182,83","0,2618","71,23"
2019-08-21 02-PM,"10005,7","183,83","0,2625","71,27"
2019-08-21 01-PM,"9943,71","183,02","0,2612","70,4"
2019-08-21 12-PM,"9941,35","182,77","0,2598","70,65"
2019-08-21 11-AM,"10165,27","187,62","0,2642","72,2"
2019-08-21 10-AM,"10119,93","188,04","0,2629","71,72"
2019-08-21 09-AM,"10183,94","188,59","0,2644","72,48"
2019-08-21 08-AM,"10156,5","187,5","0,2638","72,19"
2019-08-21 07-AM,"10109,02","186,31","0,2647","71,68"
2019-08-21 06-AM,"10150,91","187,55","0,2646","73,2"
2019-08-21 05-AM,"10210,47","188,99","0,2651","73,64"
2019-08-21 04-AM,"10167,99","188,03","0,264","73,29"
2019-08-21 03-AM,"10295,41","190,7","0,2658","73,86"
2019-08-21 02-AM,"10597,17","192,93","0,2694","74,3"
2019-08-21 01-AM,"10677,06","194,43","0,2723","74,88"
2019-08-21 12-AM,"10694,48","194,28","0,2722","74,67"
2019-08-20 11-PM,"10772,22","196,41","0,2738","75,11"
2019-08-20 10-PM,"10826,97","198,36","0,275","75,61"
2019-08-20 09-PM,"10784,86","196,88","0,2737","75,43"
2019-08-20 08-PM,"10708,04","196,71","0,2731","74,78"
2019-08-20 07-PM,"10727,91","196,29","0,272","75,12"
2019-08-20 06-PM,"10737,54","196,58","0,2735","75,38"
2019-08-20 05-PM,10759,"196,63","0,2736","74,86"
2019-08-20 04-PM,"10748,09","197,49","0,2727","74,42"
2019-08-20 03-PM,"10736,12","197,2","0,2744","74,66"
2019-08-20 02-PM,"10615,85","196,04","0,2723","74,03"
2019-08-20 01-PM,"10655,67","196,7","0,2732","75,1"
2019-08-20 12-PM,"10645,32","196,46","0,2733","75,07"
2019-08-20 11-AM,"10704,73","197,65","0,2749","75,47"
2019-08-20 10-AM,"10659,63","196,91","0,2726","75,31"
2019-08-20 09-AM,"10699,28","197,4","0,2738","75,76"
2019-08-20 08-AM,"10695,49","197,66","0,274","75,72"
2019-08-20 07-AM,10818,"200,35","0,2787","76,5"
2019-08-20 06-AM,"10797,23","200,11","0,2785",76
2019-08-20 05-AM,"10769,66","199,3","0,2772","75,96"
2019-08-20 04-AM,"10824,55","199,19","0,2778","76,66"
2019-08-20 03-AM,"10792,84","198,6","0,2772","75,92"
2019-08-20 02-AM,"10884,17",201,"0,2791","76,66"
2019-08-20 01-AM,"10883,22","200,6","0,2785","76,65"
2019-08-20 12-AM,"10902,41","201,05","0,2789","76,29"
2019-08-19 11-PM,"10927,3","202,4","0,2822","77,19"
2019-08-19 10-PM,"10779,97","200,61","0,2812","76,66"
2019-08-19 09-PM,"10713,32",200,"0,2796","76,15"
2019-08-19 08-PM,"10671,11","198,5","0,2771","75,86"
2019-08-19 07-PM,"10696,92","198,27","0,2778","76,43"
2019-08-19 06-PM,"10720,96","200,56","0,278","76,69"
2019-08-19 05-PM,"10714,71",201,"0,2791","76,31"
2019-08-19 04-PM,"10677,56","200,33","0,2777","75,98"
2019-08-19 03-PM,"10717,3","201,49","0,2825","77,36"
2019-08-19 02-PM,"10732,64","201,26","0,2833","77,59"
2019-08-19 01-PM,"10720,36","201,56","0,2842","77,84"
2019-08-19 12-PM,10706,"200,45","0,2851","77,63"
2019-08-19 11-AM,"10705,18","200,33","0,2856","77,9"
2019-08-19 10-AM,"10699,54","200,85","0,2861","78,17"
2019-08-19 09-AM,"10666,04","199,64","0,2847","77,47"
2019-08-19 08-AM,10700,"200,71","0,2855","78,27"
2019-08-19 07-AM,"10731,71","201,28","0,2875","78,4"
2019-08-19 06-AM,"10479,13","196,55","0,2874","77,28"
2019-08-19 05-AM,"10366,05","194,73","0,2852","76,49"
2019-08-19 04-AM,"10379,32","195,3","0,2859","76,73"
2019-08-19 03-AM,"10411,8","196,43","0,287","76,86"
2019-08-19 02-AM,"10401,96",196,"0,2845","76,68"
2019-08-19 01-AM,"10356,88","194,85","0,2821","76,62"
